title,authors,author_name,language,work_id,edition_information,publisher,num_pages,series_id,series_name,series_position,description
Lance Armstrong: Images of a Champion,"[{'id': '1544', 'name': 'Lance Armstrong', 'role': ''}, {'id': '13508164', 'name': 'Graham   Watson', 'role': 'Photographer'}, {'id': '11885726', 'name': 'Robin  Williams', 'role': ''}]",Lance Armstrong,,6294,,Rodale Books,230,,,,"<i>Updated with new photos and a new chapter on the record-setting seventh-straight Tour de France victory--an intimate portrait of the man who has become the most admired athlete in the world</i><br /><br />Lance Armstrong inspires millions the world over, not just as a sports champion, but as a champion at life. His heroic survival from deadly cancer and his hard-fought triumphs in the bicycle race that is thought to be the most grueling endurance test in sports are a tribute to the strength of the human spirit. Filled with never-before-seen pictures--including photos of his historic seventh Tour win--and revealing insights by the people who know him best, this treasured keepsake celebrates in words and photographs Armstrong's indomitable will and champion's heart. See inside Lance's tour with intimate pictures of Armstrong in competition and off the bike, as well as stunning full-color views capturing the grandeur of the sport, by cycling's top photographer, Graham Watson."
The Power of a City at Prayer: What Happens When Churches Unite,"[{'id': '1554', 'name': 'Mac Pier', 'role': ''}, {'id': '3850714', 'name': 'Katie Sweeting', 'role': ''}]",Mac Pier,,6297,,InterVarsity Press,192,,,,"Mac Pier and Katie Sweeting, coordinators for Concerts of Prayer Greater New York, explain how to build an urban prayer ministry, offering examples and stories from cities around the world."
City Prayers,"[{'id': '1557', 'name': 'Martin Wallace', 'role': ''}, {'id': '15968606', 'name': 'David    Sheppard', 'role': 'Foreword'}]",Martin Wallace,,21094739,,Canterbury Press Norwich,109,,,,
Truman,,David McCullough,eng,1732395,,Simon  Schuster,1120,,,,"The Pulitzer Prize–winning biography of Harry S. Truman, whose presidency included momentous events from the atomic bombing of Japan to the outbreak of the Cold War and the Korean War, told by America’s beloved and distinguished historian.<br /><br />The life of Harry S. Truman is one of the greatest of American stories, filled with vivid characters—Roosevelt, Churchill, Stalin, Eleanor Roosevelt, Bess Wallace Truman, George Marshall, Joe McCarthy, and Dean Acheson—and dramatic events. In this riveting biography, acclaimed historian David McCullough not only captures the man—a more complex, informed, and determined man than ever before imagined—but also the turbulent times in which he rose, boldly, to meet unprecedented challenges. The last president to serve as a living link between the nineteenth and the twentieth centuries, Truman’s story spans the raw world of the Missouri frontier, World War I, the powerful Pendergast machine of Kansas City, the legendary Whistle-Stop Campaign of 1948, and the decisions to drop the atomic bomb, confront Stalin at Potsdam, send troops to Korea, and fire General MacArthur. Drawing on newly discovered archival material and extensive interviews with Truman’s own family, friends, and Washington colleagues, McCullough tells the deeply moving story of the seemingly ordinary “man from Missouri” who was perhaps the most courageous president in our history."
In Cold Blood,,Truman Capote,,1940709,,,343,,,,"On November 15, 1959, in the small town of Holcomb, Kansas, four members of the Clutter family were savagely murdered by blasts from a shotgun held a few inches from their faces. There was no apparent motive for the crime, and there were almost no clues. <br /><br />As Truman Capote reconstructs the murder and the investigation that led to the capture, trial, and execution of the killers, he generates both mesmerizing suspense and astonishing empathy. At the center of his study are the amoral young killers Perry Smith and Dick Hickcock, who, vividly drawn by Capote, are shown to be reprehensible yet entirely and frighteningly human. <i>In Cold Blood</i> is a seminal work of modern prose, a remarkable synthesis of journalistic skill and powerfully evocative narrative."
The Complete Stories of Truman Capote,"[{'id': '431149', 'name': 'Truman Capote', 'role': ''}, {'id': '8167', 'name': 'Reynolds Price', 'role': 'Introduction'}]",Truman Capote,eng,794,,Vintage,320,,,,"A landmark collection that brings together Truman Capote’s life’s work in the form he called his “great love,” <i>The Complete Stories</i> confirms Capote’s status as a master of the short story. <br />Ranging from the gothic South to the chic East Coast, from rural children to aging urban sophisticates, all the unforgettable places and people of Capote’s oeuvre are here, in stories as elegant as they are heartfelt, as haunting as they are compassionate. Reading them reminds us of the miraculous gifts of a beloved American original."
Breakfast at Tiffany's: A Short Novel and Three Stories,,Truman Capote,eng,2518209,USA / Canada,Modern Library,162,,,,"The tale of a fun-loving, amoral playgirl in New York City is accompanied by House of Flowers, A Diamond Guitar, and A Christmas Memory."
"Murder at The Washington Tribune (Capital Crimes, #21)",,Margaret Truman,eng,2723374,,Ballantine Books,384,40428,Capital Crimes,21,"“Truman can write suspense with the best of them.”<br />–Larry King<br /><br />“Satisfying . . . [a] solid mystery . . . a cautionary tale about ambition and a vote for journalistic integrity.”<br />–Publishers Weekly<br /><br />At the big, aggressive Washington Tribune, a young woman, fresh out of journalism school, has been brutally strangled to death–and the hunt for her killer is making sensational headlines. Then a second woman is found dead. She, too, worked in the media. For veteran Trib reporter Joe Wilcox, the case strikes too close to home: His daughter is a beautiful rising TV news star. Seeing a chance to revive his free-falling career, Joe spearheads the Trib’s investigation and baits a trap for the murderer with a secret from his own past. Suddenly Joe is risking his career, his marriage, and even his daughter’s life by playing a dangerous game with a possible serial killer . . . one who hides in plain sight.<br /><br />“Ripe with suspense, Truman’s mystery gets edgier with each page. . . . A captivating, fast-paced thriller.”<br />–Romantic Times<br /><br />“Hooks the reader immediately.”<br />–The Ottawa Sun"
"Murder at Ford's Theatre (Capital Crimes, #19)",,Margaret Truman,en-US,6309,,Fawcett,376,40428,Capital Crimes,19,"It was the site of one of the most infamous assassinations in American history. Now bestselling mystery master Margaret Truman premieres a new murder at Ford’s Theater–one that’s hot off today’s headlines.<br /><br />The body of Nadia Zarinski, an attractive young woman who worked for senator Bruce Lerner–and who volunteered at Ford’s–is discovered in the alley behind the theatre. Soon a pair of mismatched cops–young, studious Rick Klieman and gregarious veteran Moses “Mo” Johnson–start digging into the victim’s life, and find themselves confronting an increasing cast of suspects.<br /><br />There’s Virginia Senator Lerner himself, rumored to have had a sexual relationship with Nadia–and half the women in D.C. under ninety. . . . Clarise Emerson, producer/director of Ford’s Theatre and ex-wife of the Senator, whose nomination to head the National Endowment for the Arts (NEA) is now threatened by the scandal . . . Jeremiah Lerner, her aimless, hot-tempered son, said to have been sleeping with Nadia when his famous father wasn’t . . . Bernard Crowley, the theatre’s controller, whose emotions overflow at the mention of the crime . . . faded British stage star Sydney Bancroft, desperate for recognition and a comeback, and armed with damning information about Clarise Emerson . . . and other complex characters from both sides of the footlights.<br /><br />With her unparalleled understanding of Washington and its players, and her savvy sense of how strange bedfellows cut deals even in the midst of mayhem, Margaret Truman always delivers the most sophisticated and satisfying suspense. <i>Murder at Ford’s Theatre</i> is her most compelling, insightful novel yet, sure to earn her a standing ovation from her many fans and new followers alike.<br /><br /><br /><i>From the Hardcover edition.</i>"
"Other Voices, Other Rooms",,Truman Capote,eng,2222705,,Vintage,232,,,,"Published when Truman Capote was only twenty-three years old, <i>Other Voices, Other Rooms</i> is a literary touchstone of the mid-twentieth century. In this semiautobiographical coming-of-age novel, thirteen-year-old Joel Knox, after losing his mother, is sent from New Orleans to live with the father who abandoned him at birth. But when Joel arrives at Skully’s Landing, the decaying mansion in rural Alabama, his father is nowhere to be found. Instead, Joel meets his morose stepmother, Amy, eccentric cousin Randolph, and a defiant little girl named Idabel, who soon offers Joel the love and approval he seeks.<br /><br />Fueled by a world-weariness that belied Capote’s tender age, this novel tempers its themes of waylaid hopes and lost innocence with an appreciation for small pleasures and the colorful language of its time and place.<br /><br />This new edition, featuring an enlightening Introduction by John Berendt, offers readers a fresh look at Capote’s emerging brilliance as a writer of protean power and effortless grace.<br /><br /><br /><i>From the Hardcover edition.</i>"
Answered Prayers: The Unfinished Novel,,Truman Capote,,1027555,,Vintage Books,150,,,,"Although Truman Capote's last novel was unfinished at the time of his death, its surviving portions offer a devastating group portrait of the high and low society of his time.<br /><br />As it follows the career of a writer of uncertain parentage and omnivorous erotic tastes, <i>Answered Prayers</i> careens from a louche bar in Tangiers to a banquette at La Côte Basque, from literary salons to high-priced whorehouses. It takes in calculating beauties and sadistic husbands along with such real-life supporting characters as Colette, the Duchess of Windsor, Montgomery Clift, and Tallulah Bankhead. Above all, this malevolently funny book displays Capote at his most relentlessly observant and murderously witty."
In Cold Blood,"[{'id': '431149', 'name': 'Truman Capote', 'role': ''}, {'id': '44554', 'name': 'Scott Brick', 'role': 'Narrator'}]",Truman Capote,eng,1940709,Unabridged,Random House Audio,15,,,,"<b>National Bestseller <br /></b><br />On November 15, 1959, in the small town of Holcomb, Kansas, four members of the Clutter family were savagely murdered by blasts from a shotgun held a few inches from their faces. There was no apparent motive for the crime, and there were almost no clues. <br /><br />As Truman Capote reconstructs the murder and the investigation that led to the capture, trial, and execution of the killers, he generates both mesmerizing suspense and astonishing empathy. <b>In Cold Blood</b> is a work that transcends its moment, yielding poignant insights into the nature of American violence."
"Murder at The Washington Tribune (Capital Crimes, #21)","[{'id': '1559', 'name': 'Margaret Truman', 'role': ''}, {'id': '238243', 'name': 'Dick Hill', 'role': 'Read by'}]",Margaret Truman,eng,2723374,Abridged,,,40428,Capital Crimes,21,"From senators to summer interns, from all the president's men to all-powerful women, Margaret Truman captures the fascinating, high-wire drama of Washington, D.C., like no other writer. Now this master of mystery fiction takes us into the capital's chaotic fourth estate. At the big, aggressive newspaper The Washington Tribune, a young woman has been murdered. And the hunt for her killer is making sensational and lethal headlines. The victim, fresh out of journalism school, hoped to make a splash at the Trib - and then a maintenance man found her in a supply closet, brutally strangled to death. The Trib's journalists are at once horrified and anxious to solve the crime before the cops do, and put this scandal to rest. But the Metropolitan Police Department isn't going to let byline-hungry reporters get in the way of its investigation, and soon enough the journalists and the cops have established warring task forces. Then a second woman is killed, in Franklin Square. Like the first, she was young, attractive, and worked in the media. For veteran Trib reporter Joe Wilcox, whose career is mired in frustration and disappointment, the case strikes close to home. His daughter is a beautiful rising TV news star. As his relationship with a female MPD detective grows more intimate, Joe sees a chance to renew himself as a reporter and as a man. Spearheading the Trib's investigation, he baits a trap for the killer with a secret from his own past. Suddenly Joe is risking his career, his marriage, and even his daughter's life by playing a dangerous game with a possible serial killer, while a police detective is bending rules for the reporter she likes and trusts but may not know as well as she thinks she does. As Joe's daughter finds herself trapped at the heart of a frantic manhunt, the walls come down between family, friendship, ethics, and ambition - and a killer hides in plain sight."
"Murder at Ford's Theatre (Capital Crimes, #19)",,Margaret Truman,eng,6309,,Brilliance Audio,,40428,Capital Crimes,19,"The body of Nadia Zarinski, an attractive young woman who worked for Senator Bruce Lerner - and who volunteered at Ford's - is discovered in the alley behind the theatre. Soon a pair of mismatched cops - young, studious Rick Klayman and gregarious veteran Moses ""Mo"" Johnson - start digging into the victim's life, and find themselves confronting an increasing cast of suspects.<br /><br />There's Virginia Senator Lerner himself, rumored to have had a sexual relationship with Nadia - and half the women in D.C. under ninety...Clarice Emerson, producer/director of Ford's Theatre and ex-wife of the senator, whose nomination to the head of the National Endowment for the Arts (NEA) is now threatened by the scandal...Jeremiah Lerner, her aimless, hot-tempered son, said to have been sleeping with Nadia when his famous father wasn't... Bernard Crowley, the theatre's controller, whose emotions overflow at the mention of the crime... faded British stage star Sydney Bancroft, desperate for recognition and a comeback, and armed with damning information about Clarise Emerson...and other complex characters from both sides of the footlights."
"Murder at Union Station (Capital Crimes, #20)","[{'id': '1559', 'name': 'Margaret Truman', 'role': ''}, {'id': '2858197', 'name': 'Guerin Barry', 'role': 'Read by'}]",Margaret Truman,eng,6310,Abridged,Brilliance Audio,,40428,Capital Crimes,20,"Historic Union Station means nothing to the elderly man speeding south on the last lap of what will turn out to be a one-way journey from Tel Aviv to D.C.—on a train that will soon land him at Gate A-8 and, moments later, at St. Peter’s Gate. This weary traveler, whose terminal destination is probably hell, is Louis Russo, former mob hit man and government informer. Two men are at the station to meet him. One is Richard Marienthal, a young writer whose forthcoming book is based on Russo’s life. The other is the man who’ll kill him.<br /><br /><br /><br />Russo has returned to help promote Marienthal’s book, which, although no one has been allowed to read it, already has some people shaking in their Gucci boots. Those in power fear that the contents will expose not only organized crime’s nefarious business but also a top-secret assignment abroad that Russo once masterminded for a very-high-profile Capitol Hill client. As news of Russo’s murder rockets from the MPD to the FBI and the CIA, from Congress to the West Wing, the final chapter of the story begins its rapid-fire unfolding.<br /><br /><br /><br />In addition to the bewildered Marienthal and his worried girlfriend, Murder at Union Station features an array of memorable characters: rock-ribbed right-wing Senator Karl Widmer; ruthless New York publisher Pamela Warren; boozy MPD Detective Bret Mullin; shoe-shine virtuoso Joe Jenks; dedicated presidential political adviser Chet Fletcher; and President Adam Parmele himself—not to mention freelance snoops, blow-dried climbers, and a killer or two. There’s no place like the nation’s capital, and as her myriad fans know, Margaret Truman always gets it right. <i>Murder at Union Station</i> is a luxury express, nonstop delight."
Summer Crossing,"[{'id': '431149', 'name': 'Truman Capote', 'role': ''}, {'id': '428160', 'name': 'Cassandra Campbell', 'role': 'Read by'}]",Truman Capote,,1939598,,Random House Audio Publishing Group,0,,,,"Thought to be lost for over 50 years, here is the first novel by one of the greatest American writers of the 20th century. <br /><br />Set in New York during the summer of 1945, this is the story of a young carefree socialite, Grady, who must make serious decisions about the romance she is dangerously pursuing and the effect it will have on everyone involved.<br /><br />Fans of <b>Breakfast at Tiffany’s</b><i> </i>and Capote’s short stories will be thrilled to read <b>Summer Crossing</b>."
The President's House: A First Daughter Shares the History and Secrets of the World's Most Famous Home,,Margaret Truman,,1038059,,Brilliance Audio,,,,,"As Margaret Truman knows from firsthand experience, living in the White House can be exhilarating and maddening, alarming and exhausting, but it is certainly never dull. Part private residence, part goldfish bowl, and part national shrine, the White House is both the most important address in America and the most intensely scrutinized.<br /><br /><br /><br />In <i>The President's House</i>, Margaret Truman takes us behind the scenes as she reveals what it feels like to live in the White House. Here are hilarious stories of Teddy Roosevelt's rambunctious children tossing spitballs at presidential portraits and a heartbreaking account of the tragedy that befell President Coolidge's young son John. Here, too, is the real story of the Lincoln Bedroom—as well as the thrilling narrative of how first lady Dolley Madison rescued the priceless portrait of George Washington and a copy of the Declaration of Independence before British soldiers torched the White House in 1814.<br /><br /><br /><br />Today the 132-room White House operates as an exotic combination of first-class hotel and fortress, with 1600 dedicated workers and an annual budget over $1 billion. But ghosts of the past still walk the august corridors, including the phantom whose visit President Harry S. Truman described to his daughter in eerie detail. From the basement swarming with reporters to the ""Situation Room"" crammed with sophisticated technology to the Oval Office where the President receives the world's leaders, the White House is a beehive of relentless activity, deal-making, intrigue, gossip, and, of course, history in the making."
"Emergence: The Connected Lives of Ants, Brains, Cities, and Software",,Steven Johnson,en-US,931923,,Scribner,288,,,,"In the tradition of <i>Being Digital</i> and <i>The Tipping Point,</i> Steven Johnson, acclaimed as a ""cultural critic with a poet's heart"" <i>(The Village Voice),</i> takes readers on an eye-opening journey through emergence theory and its applications. Explaining why the whole is sometimes smarter than the sum of its parts, Johnson presents surprising examples of feedback, self-organization, and adaptive learning. How does a lively neighborhood evolve out of a disconnected group of shopkeepers, bartenders, and real estate developers? How does a media event take on a life of its own? How will new software programs create an intelligent World Wide Web? <p> In the coming years, the power of self-organization -- coupled with the connective technology of the Internet -- will usher in a revolution every bit as significant as the introduction of electricity. Provocative and engaging, <i>Emergence</i> puts you on the front lines of this exciting upheaval in science and thought.</p>"
Emergence: Labeled Autistic,"[{'id': '1567', 'name': 'Temple Grandin', 'role': ''}, {'id': '1566', 'name': 'Margaret M. Scariano', 'role': ''}]",Temple Grandin,en-GB,6315,,Grand Central Publishing,200,,,,An inspiring firsthand account of a courageous and determined autistic woman who makes a remarkable discovery that eventually helps her control her condition and virtually cure her disorder captures the isolation and fears suffered by autistic children.
Transgender Emergence: Therapeutic Guidelines for Working with Gender-Variant People and Their Families,,Arlene Istar Lev,,6319,,Routledge,500,,,,"Explore an ecological strength-based framework for the treatment of gender-variant clients<br /><br />This comprehensive book provides you with a clinical and theoretical overview of the issues facing transgendered/transsexual people and their families. Transgender Emergence: Therapeutic Guidelines for Working with Gender-Variant People and Their Families views assessment and treatment through a nonpathologizing lens that honors human diversity and acknowledges the role of oppression in the developmental process of gender identity formation.<br /><br />Specific sections of Transgender Emergence: Therapeutic Guidelines for Working with Gender-Variant People and Their Families address the needs of gender-variant people as well as transgender children and youth. The issues facing gender-variant populations who have not been the focus of clinical care, such as intersexed people, female-to-male transgendered people, and those who identify as bigendered, are also addressed.<br /><br />The book examines:<br />the six stages of transgender emergence<br />coming out transgendered as a normative process of gender identity development<br />thinking ""outside the box"" in the deconstruction of sex and gender<br />the difference between sexual orientation and gender identity, as well as the convergence, overlap, and integration of these parts of the self<br />the power of personal narrative in gender identity development<br />etiology and typographies of transgenderism<br />treatment models that emerge from various clinical perspectives<br />alternative treatment modalities based on gender variance as a normative lifecycle developmental process<br />Complete with fascinating case studies, a critique of diagnostic processes, treatment recommendations, and a helpful glossary of relevant terms, this book is an essential reference for anyone who works with gender-variant people. Handy tables and figures make the information easier to access and understand.<br /><br />Visit the author's Web site at http: //<a target=""_blank"" rel=""noopener nofollow"" href=""http://www.choicesconsulting.com"">www.choicesconsulting.com</a>"
The Emergence of Life on Earth: A Historical and Scientific Overview,,Iris Fry,eng,6320,,Rutgers University Press,344,,,,"How did life emerge on Earth? Is there life on other worlds? These questions, until recently confined to the pages of speculative essays and tabloid headlines, are now the subject of legitimate scientific research. This book presents a unique perspective--a combined historical, scientific, and philosophical anaylsis, which does justice to the complex nature of the subject. The book's first part offers an overview of the main ideas on the origin of life as they developed from antiquity until the twentieth century. The second, more detailed part of the book examines contemporary theories and major debates within the origin-of-life scientific community. <br />Topics include:<br />Aristotle and the Greek atomists' conceptions of the organism<br />Alexander Oparin and J.B.S. Haldane's 1920s breakthrough papers<br />Possible life on Mars?"
The Ghost Stories of Edith Wharton,"[{'id': '16', 'name': 'Edith Wharton', 'role': ''}, {'id': '584737', 'name': 'Laszlo Kubinyi', 'role': 'Illustrator'}]",Edith Wharton,eng,6321,,Scribner,303,,,,"These 11 spine-tingling tales of the supernatural bring to light the author's interest in the traditional New England ghost story and her fascination with spirits, hauntings, and other phenomena. Fine line-drawings by Laszlo Kubinyi enhance the mysterious and sometimes chilling mood.<br /><br />The lady's maid's bell (1904)<br />The eyes (1910)<br />Afterward (1910)<br />Kerfol (1916)<br />The triumph of night (1914)<br />Miss Mary Pask (1925)<br />Bewitched (1925)<br />Mr Jones (1928)<br />Pomegranate seed (1931)<br />The looking glass (1935)<br />All souls' (1937)"
The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence,"[{'id': '16', 'name': 'Edith Wharton', 'role': ''}, {'id': '145662', 'name': 'R.W.B. Lewis', 'role': 'Editor'}]",Edith Wharton,eng,18980888,,Library of America,1328,,,,"Edith Wharton’s full and glamorous life bridged the literary worlds of two continents and two centuries. Born in 1862 into an exclusive New York society against whose rigid codes of behavior she often rebelled, she lived to regret the passing of that stable if old-fashioned community and to appreciate the sense of personal identity its definitions provided. She became a prolific professional writer, author of more than forty published volumes, including novels, short stories (many of them tales of the supernatural), poetry, war reportage, travel writing, and books on gardens and house decoration. An expatriate in France for three decades before her death in 1937, she included among her many distinguished friends men as various as Henry James, Theodore Roosevelt, Kenneth Clark, and André Gide.<br /><br />The four novels in this <em>Library of America</em> volume show Wharton at the height of her powers as a social observer and critic, examining American and European lives with a vision rich in detail, satire, and tragedy. In all of them her strong and autobiographical impulse is disciplined by her writer’s craft and her unfailing regard for her audience.<br /><br /><em>The House of Mirth</em> (1905), Wharton’s tenth book and her first novel of contemporary life, was an immediate runaway bestseller, with 140,000 copies in print within three months of publication. The story of young Lily Bart and her tragic sojourn among the upper class of turn-of-the-century New York, it touches on the insidious effects of social convention and upon the sexual and financial aggression to which women of independent spirit were exposed.<br /><br /><em>The Reef</em> (1912) is the story of two couples whose marriage plans are upset by the revelation of a past affair between George Darrow (a mature bachelor) and Sophy Vener, who happens to be the fiancée of his future wife’s stepson. Henry James called the novel “a triumph of method,” and it shares the rich nuance of his own <em>The Golden Bowl</em>.<br /><br /><em>The Custom of the Country</em> (1913) is the amatory saga of Undine Spragg of Apex City—beautiful, spoiled, and ambitious—whose charms conquer New York and European society. Vulgar and voracious, she presides over a series of men, representing the old and new aristocracies of both continents, in a comedy drawn unmistakably from life.<br /><br /><em>The Age of Innocence</em> (1920) is set in the New York of Wharton’s youth, when the rules and taboos of her social “tribe” held as-yet unchallenged sway. A quasi-anthropological study of a remembered culture and its curious conventions, it tells the story of the Countess Olenska (formerly Ellen Mingott), refugee from a disastrous European marriage, and Newland Archer, heir to a tradition of respectability and family honor, as they struggle uneasily against their sexual attraction."
"Collected Stories, 1911-1937","[{'id': '16', 'name': 'Edith Wharton', 'role': ''}, {'id': '26993', 'name': 'Maureen Howard', 'role': 'Editor'}]",Edith Wharton,eng,6323,,Library of America,848,,,,"A master of the American short story, in a two-volume collector's edition<br /><br />Over the course of a long and astonishingly productive literary career that stretched from the early 1890s to just before World War II, Edith Wharton published nearly a dozen story collections, leaving a body of work as various as it is enduring. With this two-volume set, The Library of America presents the finest of Wharton's achievement in short fiction: 67 stories drawn from the entire span of her writing life, including the novella-length works <i>The Touchstone</i>, <i>Sanctuary</i>, and <i>Bunner Sisters</i>, eight shorter pieces never collected by Wharton, and many stories long out-of-print.<br /><br />Her range of setting and subject matter is dazzling, and her mastery of style consistently sure. Here are all the aspects of Wharton's art: her satire, sometimes gentle, sometimes dark and despairing, of upper-class manners; her unblinking recognition of the power of social convention and the limits of passion; her merciless exposure of commercial motivations; her candid exploration of relations between the sexes.<br /><br />The stories range with cosmopolitan ease from her native New York to the salons and summer hotels of Newport, Paris, and the Italian lakes. The depth of her response to World War I is registered in such works as ""The Marne."" Of particular interest are the remarkable stories, which treat occult and supernatural themes rarely encountered in her novels, such as the classic ghost stories ""The Eyes"" and ""Pomegranate Seed."""
Edith Wharton's Italian Gardens,,Vivian Russell,,78170,,Bulfinch,192,,,,"Edith Wharton's current and richly deserved renaissance, fueled by acclaimed film adaptations of three of her novels, The Age of Innocence, The Buccaneers, and Ethan Frome, has given her work a large contemporary audience. Wharton was also a passionate gardener -- and her descriptions of Italian gardens are among the most lyrical ever written.Wharton devotees, gardeners, and Italophiles alike will delight in following Vivian Russell as she tours Italy in Wharton's footsteps. Russell combines passages from Wharton's 1904 travel book Italian Villas and Their Gardens with insights from other literary garden visitors such as Charles Dickens and Henry James, and a lavish array of 180 new color photographs by Russell that show the gardens and villas today -- plus 30 historical photographs that present them as they were in Wharton's golden age."
Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance,"[{'id': '16', 'name': 'Edith Wharton', 'role': ''}, {'id': '21450', 'name': 'Cynthia Griffin Wolff', 'role': 'Editor'}]",Edith Wharton,eng,6325,,Library of America,1137,,,,"Collected in this <em>Library of America</em> volume are no fewer than six of the works of Edith Wharton: novels, novellas, and her renowned autobiography, <em>A Backward Glance</em>. Together they represent nearly a quarter century in the productive life of one of the most accomplished and admired of American writers.<br /><br /><em>Madame de Treymes</em> (1907) is set in fashionable Paris society, where a once free-spirited American woman is trying to extricate herself, with the help of a fellow countryman, from her marriage to an aristocratic Frenchman. Wharton’s keen sense of the American-European contrast shows Paris society as stifling as life in any New England village.<br /><br />Such a village is the scene of <em>Ethan Frome</em> (1911), a tale of marital entrapment even more relentless. Ethan’s unhappy marriage and his desperate love for his wife’s cousin Mattie drive him to an act of shattering violence. The magnificent coda is a classic of American realistic fiction.<br /><br />Set in the same region of the Berkshires, Wharton called <em>Summer</em> (1917) “the Hot Ethan.” It is the story of a young woman’s initiation into the intricate sexual and social mores of a small town—and her revolt against them. The complex relationship between Lawyer Royall and his ward, Charity, is one of Wharton’s most subtle and evocative.<br /><br />Observations of the American scene continue in the four novellas that make up <em>Old New York</em> (1924). They take us from the 1840s of “False Dawn,” where a young man is ostracized for his avant garde taste in art, to the 1870s of “New Year’s Day,” where a domestic scandal unfolds. “The Spark” tells of a seemingly ordinary socialite who nevertheless was touched by his Civil War experiences. “The Old Maid,” a story of illegitimacy in which a mother refuses to claim her parental rights so her daughter might have advantages she cannot offer, is one of Wharton’s most popular.<br /><br />The poignancies of parenthood are also the theme of <em>The Mother’s Recompense</em> (1925). Kate Clephane, a divorced woman who has been living in Europe, returns to New York to find her former lover engaged to her daughter—and to face the emotional tangles of this unusual triangle. Wharton also explores here the changes that have taken place in New York since World War I.<br /><br />The fullest portraits of New York are saved for <em>A Backward Glance</em> (1934), one of the most compelling of American autobiographies. It is a fascinating record of Wharton’s literary career, of her friendships (including a loving appreciation of Henry James), as well as her thoughts on writing.<br /><br />Another perspective is offered in “Life and I,” an autobiographical fragment that shows a younger Wharton writing with great frankness about her early life. It is published here for the first time."
French Ways and Their Meaning,,Edith Wharton,,331894,,Countryman Press,176,,,,"Edith Wharton was devoted to the French people and their culture. During the First World War, while living in France and devoting herself to numerous war and relief efforts, she wrote several essays about the French and the unique attributes of their civilization, having in mind particularly the need for both Americans and the English to understand the ways of a people whose nation they were defending in the Great War. These pieces were first published in book form in 1919, under the title French Ways and Their Meaning."
The Custom Of The Country,,Edith Wharton,,2536975,,Kessinger Publishing,364,,,,"This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work."
The Buccaneers,"[{'id': '16', 'name': 'Edith Wharton', 'role': ''}, {'id': '688554', 'name': 'Angela Young', 'role': ''}]",Edith Wharton,,1483593,,Viking Books,448,,,,"The official tie-in edition to the five-part Masterpiece Theatre production, airing October 8-November 5, 1995. Nan and Ginny's considerable beauty is not enough to win over 1870s New York society to their new money. Their undaunted governess launches them on the impoverished British aristocracy, who are only too willing to trade a title for a fortune--but they have not reckoned with the strong wills of the buccaneers. Color photos."
Roman Fever (and Other Stories),,Edith Wharton,,2536974,,Little Brown and Co. (UK),244,,,,A Virago Modern Classic These stories - all powerful moral analyses - demonstrate the true professionalism of Edith Wharton.
The House of Mirth,,Edith Wharton,eng,1652564,,Dover Publications,272,,,,"A bestseller when it was originally published nearly a century ago, Wharton's first literary success was set amid the previously unexplored territory of fashionable, turn-of-the-century New York society, an area with which she was intimately familiar.<br /><br />The tragic love story reveals the destructive effects of wealth and social hypocrisy on Lily Bart, a ravishing beauty. Impoverished but well-born, Lily realizes a secure future depends on her acquiring a wealthy husband. Her downfall begins with a romantic indiscretion, intensifies with an accumulation of gambling debts, and climaxes in a maelstrom of social disasters.<br /><br />More a tale of social exclusion than of failed love, <i>The House of Mirth</i> reveals Wharton's compelling gifts as a storyteller and her clear-eyed observations of the savagery beneath the well-bred surface of high society. As with <i>The Age of Innocence</i> and <i>Ethan Frome</i>, this novel was also made into a successful motion picture."
Below the Root,"[{'id': '27', 'name': 'Zilpha Keatley Snyder', 'role': ''}, {'id': '406363', 'name': 'Alton Raible', 'role': 'Illustrator'}]",Zilpha Keatley Snyder,eng,6329,,Atheneum Books,231,55652,Green Sky,1,
"The Headless Cupid (Stanley Family, #1)","[{'id': '27', 'name': 'Zilpha Keatley Snyder', 'role': ''}, {'id': '406363', 'name': 'Alton Raible', 'role': 'Illustrator'}]",Zilpha Keatley Snyder,,1550961,,Yearling,224,66650,Stanley Family,1,"When the four Stanley children meet Amanda, their new stepsister, they're amazed to learn she studies witchcraft. When she shares her secrets, strange things start happening in their old house. They suspect Amanda until they learn the house was long ago haunted by a ghost that cut off the head of a wooden cupid on the stairway. A Newbery Honor Book."
And All Between,,Zilpha Keatley Snyder,,6331,,Laurel Leaf,218,55652,Green Sky,2,
The Headless Cupid,"[{'id': '27', 'name': 'Zilpha Keatley Snyder', 'role': ''}, {'id': '748253', 'name': 'Johnny Heller', 'role': 'Narrator'}]",Zilpha Keatley Snyder,eng,1550961,Unabridged Audiobook,,,66650,Stanley Family,1,
